living_area_sqft,bedrooms,bathrooms,property_age,lot_size,parking_spaces,property_condition,neighborhood_quality,distance_to_transit,distance_to_school,crime_index,accessibility_score,local_income,unemployment_rate,inflation_rate,property_price
3235.0,5,4.0,20.1,14107.1,4,Good,9.16,0.62,1.37,8.0,10.0,147.64,4.1,3.88,88.83
2229.6,5,4.0,9.7,11760.4,2,Average,4.14,2.99,1.92,59.81,9.93,73.18,4.61,3.78,63.65
2541.4,4,2.5,31.0,10639.1,2,Good,6.53,2.93,1.3,30.06,10.0,110.15,5.8,2.84,59.19
3338.5,6,4.5,23.5,16277.3,3,Excellent,8.0,1.31,3.35,19.2,10.0,122.93,5.12,3.5,97.05
1354.2,2,2.5,14.0,6973.0,1,Good,5.89,2.02,3.23,39.88,9.68,83.45,4.41,3.66,46.11
1973.3,3,2.5,37.7,6712.9,1,Average,9.64,0.5,3.77,8.0,10.0,123.06,6.3,3.45,59.24
1659.0,2,2.0,31.8,8234.8,1,Fair,5.78,0.65,1.81,48.39,10.0,106.27,5.35,3.36,47.08
1154.3,1,1.0,13.7,3560.6,2,Good,5.96,5.84,1.0,45.73,9.18,56.09,7.46,4.38,36.84
2256.0,4,2.5,1.3,9600.9,2,Good,4.57,2.2,4.05,45.01,10.0,68.17,5.93,4.16,68.79
4812.9,6,5.0,15.0,25515.0,4,Good,6.78,0.54,1.71,22.24,10.0,83.4,3.95,4.06,111.31
1049.4,2,1.0,7.9,6512.9,1,Good,1.07,10.65,2.92,64.21,5.38,52.12,5.33,4.1,29.69
1975.7,3,2.0,14.0,11179.7,2,Excellent,6.05,0.95,1.46,24.06,10.0,113.73,3.88,3.57,68.25
2500.4,4,2.5,18.7,15537.1,3,Good,8.78,,4.13,21.45,10.0,115.88,7.41,4.27,73.77
2086.2,5,3.0,18.6,9059.5,2,Excellent,3.99,11.7,2.17,52.04,5.76,109.55,4.11,2.5,52.64
1920.6,3,2.5,20.1,10307.7,1,Good,3.59,0.84,1.49,60.39,10.0,85.53,6.43,3.45,40.91
1268.1,3,2.0,20.5,6206.6,1,Average,8.51,11.29,1.49,26.03,7.66,125.62,6.25,3.93,50.85
2167.8,3,2.5,2.1,7795.4,2,Good,8.75,4.3,0.99,21.16,9.93,146.66,4.45,3.81,66.34
1533.2,3,2.0,3.8,6699.5,3,Good,4.06,1.98,3.82,67.61,10.0,62.7,5.56,3.68,57.07
928.5,2,1.0,17.9,6877.2,0,Average,9.62,3.09,3.27,22.12,10.0,131.75,5.48,4.1,41.84
3035.4,5,3.5,9.4,12801.8,2,Good,7.28,2.47,1.26,36.72,8.97,115.19,6.12,4.48,86.75
2794.6,3,2.5,25.9,14339.1,1,Average,8.39,5.43,0.94,24.48,9.29,111.77,5.39,2.6,71.17
2034.7,3,2.0,2.4,10754.8,2,Good,5.07,0.41,3.61,54.46,10.0,65.38,4.47,3.63,66.2
2165.0,4,3.0,3.8,6217.5,2,Good,9.18,5.57,4.1,13.7,9.16,117.44,5.82,2.86,69.66
2910.3,5,3.5,14.7,13222.7,4,Good,6.02,11.49,3.73,37.95,6.25,91.45,5.82,4.2,73.26
2161.4,4,2.5,12.5,8896.1,2,Average,5.94,2.0,0.96,52.97,10.0,99.86,4.18,3.94,55.73
2741.9,3,2.0,5.6,12613.2,1,Fair,7.37,0.88,2.69,25.26,10.0,105.0,2.66,2.67,74.28
1800.6,2,1.5,9.4,9826.6,1,Average,5.79,0.57,3.94,38.79,9.89,68.68,5.85,3.39,54.55
3162.7,5,3.5,0.6,13173.0,2,Good,3.76,1.56,7.53,52.79,10.0,74.86,5.61,2.27,73.21
2235.6,4,3.0,0.7,11470.6,3,Excellent,6.74,0.65,3.85,27.4,10.0,120.3,5.67,4.11,78.36
2138.6,4,2.5,1.8,12464.6,2,Average,5.93,1.04,1.69,37.46,10.0,83.92,6.65,3.0,63.93
1281.1,2,1.5,15.5,6171.2,2,Good,5.12,3.6,2.82,45.35,8.02,107.13,6.16,2.55,48.65
2209.3,4,3.0,35.9,11828.5,2,Good,8.73,1.92,2.06,19.54,10.0,137.59,6.62,3.14,69.04
1493.4,2,2.0,5.4,4365.4,1,Good,10.0,7.6,1.63,18.26,8.78,125.24,6.06,3.84,61.5
1598.1,2,2.0,0.6,5349.9,1,Average,4.85,2.2,2.37,66.86,10.0,71.65,5.36,3.62,47.0
1502.1,1,1.0,22.2,6152.4,0,Average,6.86,0.74,1.83,30.62,10.0,99.46,3.85,3.03,56.59
1375.8,3,1.5,34.8,5789.1,3,Good,5.78,0.68,1.56,40.95,10.0,88.91,6.9,3.32,44.77
4203.5,6,4.5,2.7,14798.9,2,Excellent,10.0,3.98,0.98,8.0,10.0,105.86,4.97,3.18,107.57
3184.2,5,3.5,8.8,17378.9,2,Good,7.39,3.42,1.3,19.95,10.0,99.38,4.53,2.7,82.06
3913.3,5,3.0,3.1,18565.6,3,Good,8.17,4.14,0.88,22.84,9.88,111.19,5.9,2.0,94.29
1302.4,3,2.5,2.0,7032.3,2,Average,8.63,1.52,4.9,20.14,10.0,150.68,3.18,3.4,54.95
2048.7,3,2.5,18.8,7546.3,3,Average,6.73,8.09,0.9,37.5,7.74,105.62,4.39,3.84,67.1
1270.6,2,1.5,61.7,5194.7,2,Fair,6.16,0.59,2.06,44.55,10.0,84.72,4.51,3.39,48.48
1566.4,4,2.5,20.4,6135.2,2,Good,9.23,0.31,0.95,25.8,10.0,125.05,4.48,4.94,62.22
1449.0,1,1.0,65.0,7338.8,2,Fair,7.9,4.54,3.85,38.05,10.0,121.8,7.33,2.95,46.36
3083.6,4,3.0,10.3,11377.9,3,Average,4.98,3.82,2.36,45.96,9.39,76.95,5.11,3.37,70.14
1739.4,3,2.5,41.1,7981.5,2,,5.2,2.38,3.82,40.18,10.0,76.56,4.5,3.76,47.87
2904.3,6,4.0,4.1,13320.7,3,Good,5.8,0.34,4.86,47.21,10.0,83.94,5.15,3.73,85.26
2468.7,3,3.0,2.3,13207.7,2,Average,8.59,0.59,2.55,26.58,10.0,130.46,6.14,3.21,71.95
4475.1,6,4.0,21.8,13034.7,3,Average,9.15,0.9,1.47,19.03,10.0,110.91,3.1,3.36,99.18
1190.6,2,2.0,8.4,6211.5,0,Good,10.0,3.46,3.8,9.59,10.0,124.78,5.33,3.34,55.76
3104.9,5,4.0,6.9,14003.1,4,Average,5.22,3.68,3.36,42.92,10.0,72.09,4.7,3.91,72.6
2984.7,5,3.5,20.0,13324.2,3,Excellent,6.75,3.82,2.66,35.33,9.31,87.19,5.5,2.88,78.7
1421.3,2,1.5,7.3,6050.2,2,Good,5.78,5.4,6.54,48.09,9.18,79.93,3.94,1.8,46.05
2842.7,5,4.0,15.3,10294.6,4,Good,6.17,0.28,2.95,31.37,10.0,108.53,5.0,3.14,81.1
2247.7,3,3.0,6.4,8962.5,1,Good,8.17,3.5,0.2,14.89,9.97,133.51,5.05,4.67,74.8
1845.3,3,2.5,27.6,11513.4,2,Fair,6.42,1.13,2.5,40.7,10.0,102.6,3.8,4.0,55.98
1497.6,2,1.5,6.7,6328.6,1,Excellent,8.87,2.91,2.46,10.63,10.0,130.0,7.25,2.22,61.92
1553.6,2,1.5,13.8,9989.2,2,Good,5.57,4.48,0.48,45.11,8.64,79.68,5.66,3.91,57.01
4094.6,6,5.0,0.4,17331.2,3,Good,7.83,4.27,0.9,29.9,10.0,85.96,6.21,3.56,104.59
1998.7,3,3.0,28.2,6608.0,2,Good,5.7,1.29,0.72,41.53,9.23,92.6,4.81,3.12,62.84
2627.4,5,4.0,17.4,10152.3,3,Good,3.19,1.6,5.45,55.16,9.22,65.89,5.44,2.59,58.8
1515.0,3,2.5,3.8,5189.0,1,Average,4.66,8.18,0.82,64.67,7.81,69.17,3.88,2.79,44.76
1520.9,1,1.5,4.4,8374.4,2,Good,6.72,6.25,1.2,39.03,8.36,87.25,4.5,2.98,52.77
2918.1,6,4.5,5.5,16227.7,4,Excellent,9.96,1.15,3.23,8.0,10.0,121.7,4.21,4.78,106.33
1245.9,1,1.0,15.5,6837.7,1,Good,5.67,3.03,0.87,44.37,10.0,92.58,5.53,3.88,33.12
1727.9,2,1.0,14.3,7991.3,1,Average,6.2,0.56,2.6,52.56,10.0,97.39,7.08,2.87,52.03
2022.1,3,2.5,5.8,10831.3,1,Good,7.38,3.59,2.99,27.76,10.0,126.61,6.19,2.99,65.84
2077.6,4,2.5,21.3,12810.1,2,Excellent,5.42,3.31,1.45,57.53,9.59,76.07,7.19,3.37,63.07
1876.8,3,2.0,39.6,4698.6,1,Good,5.63,1.18,0.32,33.63,10.0,85.71,6.07,3.08,45.45
2295.1,4,2.5,0.8,11765.7,3,Average,6.63,1.95,7.34,27.91,10.0,101.48,5.66,3.41,65.62
2546.6,4,4.0,9.7,10839.3,1,Good,5.71,5.08,3.92,25.49,10.0,83.02,4.19,3.29,77.38
2584.1,3,2.5,16.2,14465.6,1,Good,3.29,1.14,1.23,74.45,9.9,74.59,5.56,3.47,55.47
1415.1,1,1.0,15.9,7950.8,1,Good,5.33,4.88,1.01,28.91,9.53,103.63,4.68,1.9,49.27
1809.0,3,2.0,0.4,11189.5,3,Good,7.61,1.42,1.67,30.59,10.0,97.0,6.12,4.0,60.69
3035.6,5,3.0,4.3,14129.7,2,Average,7.66,6.06,2.73,41.59,8.27,106.71,3.7,2.98,85.43
2732.9,6,4.0,1.1,10263.8,3,Average,8.91,0.3,4.83,23.04,10.0,145.95,5.08,4.08,86.15
1235.8,1,1.5,15.1,6402.6,1,Average,8.76,1.16,3.11,21.07,10.0,130.26,5.22,5.05,52.03
2259.8,4,3.0,18.7,11872.6,3,Good,4.88,0.83,3.13,58.08,10.0,82.76,7.17,2.31,56.65
999.9,1,1.0,3.1,5963.5,1,Good,5.16,7.28,1.02,39.98,8.02,89.1,4.07,3.47,39.07
2031.3,4,3.0,7.3,6982.1,3,Good,5.24,1.99,0.45,48.34,10.0,94.42,6.48,3.08,59.14
3882.4,6,4.5,7.2,16366.9,3,Excellent,6.23,2.72,3.12,36.25,10.0,102.05,6.11,3.7,91.18
1434.0,2,2.0,30.8,5393.8,1,Good,5.38,1.09,1.58,42.81,10.0,89.84,4.92,1.82,44.64
1492.2,2,1.5,3.9,7313.1,2,Average,6.19,0.64,2.21,39.62,10.0,96.27,5.65,3.13,40.48
2610.8,5,4.0,14.3,9463.9,2,Excellent,4.93,3.12,1.43,54.77,9.26,100.57,4.93,2.79,74.42
1164.5,2,1.5,27.5,,1,Fair,7.91,,3.76,38.01,10.0,112.26,5.22,4.62,40.17
1601.2,2,1.0,31.9,8334.7,2,Good,4.79,8.66,2.43,46.53,5.92,80.14,6.03,4.79,38.13
2462.1,3,2.0,19.8,9504.8,3,Good,4.7,2.27,2.65,38.02,10.0,100.83,8.0,3.19,53.91
1600.4,2,1.0,6.4,9578.7,2,Excellent,7.44,0.68,0.54,21.53,10.0,115.08,6.26,2.54,61.79
1839.8,4,3.0,31.2,7309.2,2,Good,7.8,0.28,1.79,41.57,10.0,113.77,5.47,2.77,69.5
2592.7,5,3.5,24.4,7449.4,2,Average,6.09,1.05,2.67,49.59,10.0,103.92,6.77,3.43,63.38
2315.9,3,1.5,21.9,7522.0,3,Average,8.06,1.43,4.52,14.76,10.0,120.92,3.64,2.35,71.2
2193.8,3,2.5,1.3,9829.8,1,Excellent,7.93,0.94,1.22,39.39,10.0,105.9,4.75,3.79,73.58
1774.6,4,2.5,0.8,8640.1,2,Good,9.92,1.66,0.95,8.0,10.0,142.49,5.27,3.25,69.67
2274.5,3,2.0,21.4,9740.4,2,Good,7.82,6.96,2.92,32.41,8.46,103.6,4.06,3.67,72.45
1913.5,3,3.0,52.1,9113.6,3,Fair,9.57,0.36,7.48,8.0,10.0,160.66,4.6,3.7,52.01
2345.4,3,2.5,26.7,7485.5,2,Average,6.61,5.37,1.67,51.79,9.36,104.37,3.38,4.43,61.06
1679.2,4,2.5,32.1,10535.2,2,Good,9.02,1.98,2.74,13.65,10.0,115.59,3.79,3.88,61.14
1874.5,2,1.5,14.2,9783.6,1,Fair,9.06,7.78,1.62,8.61,8.64,123.66,4.93,3.62,57.58
1413.1,3,1.5,6.5,8502.5,2,Good,6.24,3.72,5.75,32.75,10.0,107.43,4.17,3.59,45.79
1973.9,3,2.0,20.4,13122.0,1,Average,5.26,0.78,0.59,67.97,10.0,70.22,5.66,1.92,56.0
1504.4,3,2.5,22.4,6700.7,1,Average,5.58,10.46,1.75,40.24,7.73,127.22,5.49,3.53,36.72
1353.0,1,1.0,20.3,5648.8,2,Average,7.25,0.74,3.14,24.29,10.0,87.97,5.59,3.86,48.51
2187.5,2,2.0,52.8,11926.2,1,Good,4.43,1.51,0.2,43.55,9.75,88.91,4.65,3.31,52.84
2152.7,3,1.5,8.2,6849.9,2,Good,5.68,12.53,2.97,28.76,5.25,83.55,6.39,4.65,55.09
2628.1,4,2.5,0.7,8950.5,2,Average,8.66,0.96,1.06,25.07,10.0,113.21,5.75,2.29,70.74
1718.3,2,2.0,43.0,6867.5,0,Good,7.7,3.39,1.08,15.72,10.0,121.08,5.45,2.85,49.48
2305.0,3,2.5,3.1,9135.7,3,Good,2.27,12.34,1.94,77.44,5.54,44.69,5.46,2.92,56.87
2423.0,4,3.5,21.5,12786.4,1,Average,4.1,3.94,3.41,57.56,9.87,94.45,4.97,3.41,67.02
2334.8,4,3.5,37.2,7973.4,2,Good,10.0,3.68,0.66,10.75,10.0,120.38,6.65,2.92,65.44
1496.7,2,1.5,6.7,6354.6,1,Excellent,8.62,3.31,3.18,28.58,9.78,132.04,6.46,2.47,57.17
2105.4,4,3.0,31.9,9849.2,3,Good,5.45,2.79,2.25,51.55,10.0,83.83,4.8,3.13,62.86
2269.8,3,2.5,7.3,7528.6,1,Average,3.82,9.73,2.47,56.8,7.04,73.09,5.38,4.16,50.15
2003.2,3,3.0,28.5,,1,Fair,4.25,2.71,1.97,45.77,10.0,81.08,4.76,3.97,50.68
962.7,3,2.5,1.3,4633.2,2,Fair,7.42,3.68,0.8,35.0,10.0,86.05,7.91,2.88,45.62
2113.6,3,2.5,19.2,11171.5,2,Average,10.0,4.5,0.69,12.07,9.28,143.28,4.92,3.12,70.83
4334.6,6,5.0,20.3,17141.5,3,Average,9.94,2.6,2.01,11.73,10.0,154.6,6.51,2.82,102.91
1761.6,4,3.0,12.2,4803.2,2,Average,3.66,7.2,4.88,57.08,8.11,73.66,8.15,2.45,44.45
1548.7,1,1.5,20.9,7029.9,0,Average,5.97,0.27,1.22,43.0,10.0,88.46,5.55,3.72,44.12
2277.1,4,3.5,46.2,10379.1,1,Good,4.96,1.81,5.89,52.22,10.0,62.22,3.28,2.44,54.99
2229.1,5,2.5,23.8,11957.7,4,Average,6.75,3.27,2.77,43.9,10.0,109.7,6.86,3.9,59.49
3033.5,5,4.0,58.5,15442.6,3,Average,4.1,0.26,2.34,40.55,10.0,98.46,4.64,4.76,68.45
1286.6,3,2.0,10.7,4753.3,2,Fair,5.52,9.04,2.13,34.05,8.98,97.72,4.44,3.68,42.71
2581.1,3,3.0,13.5,,1,Excellent,4.94,5.8,3.85,46.22,8.59,98.01,7.16,3.87,55.43
2456.9,3,3.0,5.5,9717.5,2,Average,7.44,0.99,1.73,20.94,10.0,123.65,3.77,3.85,64.34
1901.2,3,2.5,65.0,6229.9,1,Fair,5.57,1.49,2.94,45.1,10.0,83.59,6.78,3.03,43.66
2249.7,4,3.5,1.0,9217.8,0,Good,5.83,3.82,1.81,31.74,9.34,93.33,4.95,3.68,65.19
2865.0,5,4.5,8.0,17173.6,2,Good,7.42,1.53,6.01,19.66,10.0,122.49,3.16,3.63,78.28
2711.6,5,3.5,6.4,11421.6,2,Excellent,9.46,6.42,0.95,32.46,9.5,111.63,6.17,2.93,88.9
1339.4,2,2.5,8.8,7009.6,1,Good,10.0,1.11,1.44,8.0,10.0,149.12,2.72,1.8,58.25
2662.6,5,3.5,45.0,13162.1,2,Average,7.32,5.66,4.04,18.02,9.01,126.81,5.15,2.61,65.33
1953.5,3,2.0,8.3,11826.5,1,Excellent,6.34,2.2,3.62,36.11,10.0,97.2,3.4,2.69,59.17
2049.8,4,3.0,44.8,7586.1,2,Good,8.87,2.13,1.24,24.69,10.0,138.39,4.84,3.78,70.66
2050.0,3,2.0,9.9,11131.1,2,Average,8.6,0.79,3.01,30.38,10.0,116.15,5.97,2.29,71.05
1895.8,3,2.5,34.7,10544.0,1,Good,8.09,13.31,2.67,11.95,6.83,118.54,5.66,4.8,50.83
3032.4,5,4.0,13.3,10086.2,1,Average,3.66,1.55,1.59,51.6,10.0,63.23,5.43,4.62,72.91
1940.5,2,2.0,6.7,7835.9,1,Good,8.67,0.93,2.08,20.25,10.0,131.2,6.31,4.19,65.24
1350.4,1,1.0,10.7,8511.4,1,Good,7.14,0.31,1.94,30.75,10.0,105.7,5.2,3.02,46.61
1741.1,3,2.5,9.9,9223.8,2,Average,4.89,2.38,2.52,37.94,9.73,57.78,4.96,1.84,51.62
2127.2,2,1.5,5.4,9059.2,1,Average,5.29,0.3,1.39,34.6,10.0,75.79,5.51,4.02,50.2
3072.4,6,4.5,6.2,13617.9,2,Good,7.55,2.14,0.74,15.98,9.88,138.99,4.47,2.84,87.2
2467.8,5,3.5,3.7,8967.8,1,Average,1.98,7.65,0.3,54.88,7.95,55.7,6.15,3.99,50.83
1483.7,3,2.5,7.4,8810.2,1,Average,6.27,2.41,3.96,37.3,10.0,67.78,5.28,3.85,47.45
4768.6,6,5.0,17.6,17773.4,3,Good,5.32,0.34,0.81,52.19,10.0,103.1,5.99,3.07,103.74
2192.2,5,4.0,8.8,9236.8,4,Good,5.14,1.18,3.02,42.67,10.0,67.94,5.0,2.48,72.55
3122.5,6,4.0,22.4,16110.4,3,Good,5.68,0.36,2.83,49.13,10.0,102.79,5.75,3.54,80.29
1894.9,3,2.5,65.0,10824.5,1,Average,3.84,7.04,2.25,53.98,7.86,87.22,5.93,2.22,37.86
2408.3,4,3.5,8.5,13196.4,2,Average,8.39,1.08,3.38,19.73,10.0,122.96,2.98,3.61,74.67
2680.6,4,3.0,11.2,9151.5,2,Good,2.67,0.42,5.41,53.11,10.0,41.75,3.59,3.75,52.19
3060.6,5,4.5,3.2,15314.7,2,Good,6.8,10.89,1.99,43.98,5.87,93.24,4.59,2.91,81.43
2893.1,5,3.5,9.0,11837.3,3,Good,4.97,2.34,1.87,47.17,10.0,91.02,5.06,2.27,70.24
2711.5,4,3.0,23.4,10658.8,3,Average,10.0,1.86,2.6,8.0,10.0,124.1,6.6,4.62,85.87
1789.6,4,3.0,4.4,10135.7,2,Good,6.54,8.58,2.42,39.45,7.24,92.07,5.7,3.0,60.94
1635.8,4,3.0,3.6,7389.2,2,Average,2.68,2.62,3.15,59.14,10.0,62.98,5.78,3.24,46.81
2244.9,3,2.5,8.5,7864.2,1,Average,7.48,1.26,3.29,29.85,10.0,101.95,6.9,4.22,60.4
2770.0,4,3.0,30.7,8793.6,1,Fair,4.53,,2.05,50.17,8.59,97.02,6.71,2.97,55.23
1848.3,2,2.0,17.6,9219.6,3,Good,8.27,1.21,6.22,33.76,10.0,105.6,4.09,2.83,57.62
2901.0,6,4.0,56.9,15555.2,1,Fair,7.61,,5.13,23.81,10.0,66.5,6.56,4.91,68.81
3322.3,5,3.5,42.3,19470.3,1,Good,9.15,5.4,4.48,21.52,9.34,119.34,5.32,2.85,81.13
1450.0,1,1.0,2.9,7770.3,2,Average,6.84,8.78,4.15,43.28,6.63,107.96,4.63,4.31,47.38
1490.8,3,2.0,0.8,9394.4,2,Average,7.97,3.18,0.72,43.27,10.0,128.79,4.88,3.51,64.22
1902.4,4,3.0,9.2,9698.9,1,Average,6.58,2.45,1.68,44.23,10.0,94.92,4.51,3.5,59.39
2225.3,4,3.5,13.3,13640.6,3,Excellent,5.44,0.45,1.41,47.13,10.0,83.66,5.36,3.02,73.9
1663.0,3,1.5,13.0,5616.1,2,Good,8.42,3.27,8.5,23.44,9.92,121.38,5.11,3.25,48.38
3207.6,5,4.0,2.6,18828.3,2,Good,4.29,1.47,2.05,62.01,10.0,98.67,6.56,4.74,81.69
2317.9,5,3.0,2.4,9471.6,2,Good,6.43,2.51,5.03,33.3,10.0,104.3,7.33,4.04,67.0
2026.0,3,2.5,0.9,11716.5,2,Average,5.48,4.57,7.24,50.68,9.52,81.08,4.75,2.38,47.59
1208.9,2,1.5,34.3,5154.6,1,Good,8.02,3.47,3.07,38.35,10.0,145.91,3.77,2.66,46.36
1260.8,2,1.0,53.1,8392.9,2,Average,4.8,0.53,6.26,47.75,10.0,80.31,5.93,3.69,39.77
2204.7,3,2.5,2.2,12470.0,3,Average,5.76,1.82,2.39,28.68,9.69,62.23,6.24,3.88,48.93
947.3,1,1.0,4.3,6815.2,0,Average,6.58,0.91,3.0,30.57,10.0,81.24,5.62,3.98,38.76
2848.1,5,3.5,1.7,15102.3,2,Good,9.18,0.72,1.12,16.84,10.0,138.36,3.51,3.34,86.12
1890.6,3,1.5,37.8,7541.5,2,Good,5.54,1.0,1.31,39.29,10.0,63.85,4.33,2.76,53.97
5200.0,6,5.0,57.4,22899.7,2,Fair,5.78,8.31,1.87,37.59,7.11,98.42,5.36,2.79,102.72
4481.8,6,5.0,5.5,16493.6,3,Excellent,4.07,4.19,2.67,53.07,8.96,60.92,4.52,1.8,100.52
1875.2,3,2.5,6.5,7053.9,3,Average,4.73,7.84,4.68,51.65,7.68,95.89,4.1,4.63,55.55
1925.2,3,1.5,8.1,7556.3,1,Good,7.24,2.46,1.74,22.25,10.0,110.64,7.56,1.8,63.75
2831.2,4,3.5,12.6,8591.1,1,Fair,6.56,0.2,3.47,33.37,10.0,77.5,4.1,3.22,66.49
3626.8,6,4.0,20.6,16065.5,4,Average,6.59,0.31,3.0,44.79,10.0,113.54,6.53,2.07,74.28
1126.3,2,1.5,12.6,7168.0,2,Good,9.63,0.7,1.55,8.0,10.0,154.88,5.65,2.96,59.44
1069.3,2,2.0,54.3,6542.6,1,Fair,3.49,5.06,0.6,66.5,9.26,47.26,5.87,3.83,22.44
1607.3,2,1.5,1.9,5532.9,1,Excellent,10.0,0.92,3.44,10.66,10.0,128.76,6.45,1.8,63.39
2450.3,4,3.0,28.8,6773.8,3,Good,8.62,0.54,0.59,18.62,10.0,131.17,4.44,3.66,67.36
2377.7,6,4.0,7.3,8149.7,3,Average,5.91,6.51,1.68,44.93,8.14,102.55,4.87,4.05,62.88
2905.7,5,4.0,8.5,11212.0,3,Good,7.2,1.03,8.5,11.54,10.0,140.79,5.72,3.09,82.31
1313.0,2,1.5,22.2,4656.8,1,Average,5.27,2.43,2.51,47.1,10.0,98.09,3.17,5.45,41.2
888.3,1,1.0,47.7,4494.0,0,Good,7.07,1.53,1.18,31.76,10.0,139.97,7.01,1.8,29.47
2698.1,4,3.0,22.7,12119.9,3,Good,10.0,7.46,2.05,15.95,9.92,140.27,5.33,2.12,71.14
1495.4,2,1.5,26.9,7345.8,2,Good,5.34,4.1,3.79,40.9,9.6,91.74,4.16,3.17,51.56
985.9,2,2.0,25.0,3460.5,1,,6.08,2.14,0.95,39.85,10.0,86.99,6.4,3.19,38.5
2102.3,2,1.5,7.0,8983.8,2,Average,5.14,6.56,2.85,27.31,9.08,76.77,5.3,3.49,51.69
2637.6,3,3.0,25.5,14449.4,2,Excellent,5.43,4.35,1.06,38.26,9.98,89.47,4.41,4.1,67.71
1914.6,3,2.5,27.6,9788.3,2,Average,5.78,5.5,3.49,43.61,7.84,83.26,6.24,2.46,41.86
1702.3,3,2.5,13.7,6366.0,3,Good,4.53,12.35,6.28,66.74,6.11,41.19,2.64,2.38,41.39
1889.8,3,2.5,13.9,6518.0,2,Good,6.03,0.93,2.81,55.21,10.0,84.96,5.66,2.88,61.33
1755.1,4,2.5,25.7,7979.8,2,Good,6.6,0.92,0.89,30.44,10.0,115.95,6.64,4.17,54.61
1246.6,1,1.0,30.6,4628.8,0,Average,5.77,2.8,1.04,48.1,10.0,92.42,4.28,4.01,29.56
1556.0,2,1.5,7.4,6211.0,2,Average,2.36,2.63,5.05,65.79,9.19,53.26,3.79,3.35,42.81
2398.1,5,3.0,29.1,7971.2,2,Excellent,6.22,6.71,3.06,26.19,8.63,85.87,5.67,3.02,64.98
2236.3,4,2.5,30.3,8975.1,2,Fair,6.41,0.74,2.54,40.66,10.0,103.43,4.46,3.29,59.49
2119.3,4,2.5,4.8,7235.0,2,Average,9.92,1.97,1.93,21.7,10.0,162.25,7.67,3.67,70.78
1410.5,4,2.5,22.7,7439.4,2,Average,6.55,2.6,0.69,29.96,9.39,119.92,4.62,3.47,43.87
1875.2,3,2.0,3.7,5192.6,2,Good,8.18,2.2,2.67,15.09,10.0,124.24,4.99,2.34,62.59
932.6,1,1.0,1.8,4339.2,1,Average,5.73,0.42,1.93,43.51,10.0,78.99,5.77,2.29,38.84
2127.0,3,2.5,15.4,7451.2,3,Good,8.84,0.71,4.78,14.07,10.0,151.36,3.2,3.21,70.05
3294.8,4,4.0,43.1,9397.3,3,Good,4.8,0.73,3.35,67.72,9.5,95.03,5.27,3.94,72.6
1192.8,2,1.5,0.6,6095.5,2,Good,7.41,3.1,4.0,39.37,10.0,89.47,6.43,2.6,52.87
1627.7,3,2.0,31.5,8625.9,3,Average,8.01,1.99,2.1,28.25,10.0,92.55,5.11,3.71,56.29
2242.1,4,3.0,12.7,7003.5,3,Good,7.75,0.83,1.62,8.0,10.0,94.15,3.94,2.06,73.39
3097.9,5,3.5,35.5,15420.8,3,Average,10.0,4.47,1.73,8.88,10.0,133.09,4.72,3.45,83.57
1708.1,2,1.5,33.4,8950.7,2,Fair,5.45,5.4,3.32,57.01,9.16,100.28,3.09,2.81,31.5
1568.2,2,1.5,37.5,6766.5,0,Average,9.04,0.95,2.87,15.61,10.0,141.31,4.88,1.83,50.34
1003.1,3,1.5,26.4,5199.4,1,Good,8.58,4.31,0.55,25.96,10.0,128.44,6.42,2.99,46.73
2071.9,3,3.0,33.3,11107.4,1,Average,6.59,0.41,8.18,38.43,10.0,98.81,4.51,2.45,53.88
4083.6,6,4.0,3.5,15138.8,3,Fair,9.81,6.4,4.17,8.0,9.02,171.02,5.97,3.19,98.01
2201.9,4,3.0,6.5,8576.5,3,Average,6.24,10.73,2.57,51.2,8.13,97.19,3.57,3.71,60.75
1982.7,4,3.0,5.0,8161.2,1,Good,6.54,0.74,4.88,37.08,10.0,98.99,7.27,3.74,64.57
2236.6,4,3.5,24.4,11635.0,3,Fair,6.49,5.14,3.24,31.0,9.67,92.53,6.44,1.92,54.12
1990.5,2,2.0,3.0,10736.9,1,Good,4.21,0.53,4.63,49.56,10.0,104.36,4.66,3.83,55.26
1503.3,2,1.5,3.6,9221.5,1,Average,7.87,10.6,4.75,35.55,7.25,125.61,3.74,3.71,56.39
2665.5,5,3.5,38.0,13612.7,3,Average,7.59,2.13,3.28,17.37,10.0,97.8,4.64,3.08,64.31
2162.5,3,2.5,22.0,11618.0,3,Average,6.31,2.65,1.37,41.26,10.0,81.44,5.51,2.45,57.83
2010.6,3,2.0,37.5,8213.9,1,Fair,9.67,4.82,2.26,15.09,9.66,112.71,6.39,3.09,45.61
1420.3,3,2.0,2.7,7138.4,2,Excellent,5.71,1.12,5.21,29.54,9.91,89.34,2.88,4.61,54.76
3153.4,5,3.0,9.2,19144.0,2,Good,3.39,1.83,1.47,67.98,9.43,42.96,6.53,3.85,72.73
2521.6,4,2.5,6.0,8237.3,2,Good,9.92,0.43,0.33,13.79,10.0,122.78,5.48,4.13,70.03
1646.6,3,2.0,0.2,7745.6,1,Excellent,8.32,3.25,2.54,27.17,10.0,135.64,3.92,2.66,64.81
2837.4,4,3.0,6.0,14121.6,2,Good,7.63,5.34,1.32,34.8,9.15,125.18,2.5,3.0,76.33
